INFO 05/17/2025 10:22:13 PM:  OpenAI model is set to gpt-4o-2024-11-20
INFO 05/17/2025 10:22:13 PM:  Validation file is set to /home/nitesh/research/conceptual-spaces/data/easy_test_tastes_2040.jsonl
INFO 05/17/2025 10:22:14 PM:  Question: This question is about two food items: Is mix fruits stewed generally sweeter in taste than tartiflette ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:25 PM:  Question: This question is about two food items: Is samosas generally saltier in taste than white bread with butter?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:25 PM:  Number of validation datapoints processed = 150, Accuracy till now is 75.33333333333333
INFO 05/17/2025 10:27:26 PM:  Question: This question is about two food items: Is potatoes with mayonnaise generally saltier in taste than potato gratin ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:26 PM:  Question: This question is about two food items: Is sauerkraut generally saltier in taste than radish?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:27 PM:  Question: This question is about two food items: Is gruyère cheese generally saltier in taste than boursin cheese?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:27 PM:  Question: This question is about two food items: Is fruit tart generally saltier in taste than cucumber with vinaigrette?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:28 PM:  Question: This question is about two food items: Is white bread with butter generally saltier in taste than andouillette sausage?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:29 PM:  Question: This question is about two food items: Is whiting with sauce generally saltier in taste than toast with butter and jam?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:29 PM:  Question: This question is about two food items: Is parmesan cheese generally saltier in taste than plain yogurt with jam?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:30 PM:  Question: This question is about two food items: Is wholegrain bread with jam generally saltier in taste than tartiflette ?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:30 PM:  Question: This question is about two food items: Is smoked salmon  generally saltier in taste than white rice with salt?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:31 PM:  Question: This question is about two food items: Is mixed salad starch based with cold cuts generally saltier in taste than cream cake?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:32 PM:  Question: This question is about two food items: Is mascarpone cheese generally saltier in taste than white sandwich bread with jam and dairy fat?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:32 PM:  Question: This question is about two food items: Is wholegrain bread with jam generally saltier in taste than brioche ?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:27:33 PM:  Question: This question is about two food items: Is fruit tart generally saltier in taste than hard boiled eggs with salt?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:33 PM:  Question: This question is about two food items: Is salty crackers generally saltier in taste than vol-au-vent?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:34 PM:  Question: This question is about two food items: Is flavoured light yogurt with sugar generally saltier in taste than camembert cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:34 PM:  Question: This question is about two food items: Is moist sponge cake generally saltier in taste than bottled still water?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:27:35 PM:  Question: This question is about two food items: Is canned mackerel  generally saltier in taste than wheat Ebly?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:35 PM:  Question: This question is about two food items: Is sweet pancake with sugar generally saltier in taste than Kiri cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:36 PM:  Question: This question is about two food items: Is paella generally saltier in taste than potato chips?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:37 PM:  Question: This question is about two food items: Is ewe cheese generally saltier in taste than roast beef ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:37 PM:  Question: This question is about two food items: Is white bread with butter generally saltier in taste than lobster armorican?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:38 PM:  Question: This question is about two food items: Is white rice generally saltier in taste than chicken roast?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:38 PM:  Question: This question is about two food items: Is brioche  generally saltier in taste than raw carrot with lemon juice?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:39 PM:  Question: This question is about two food items: Is flavoured tea with sugar generally saltier in taste than white wine?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:39 PM:  Question: This question is about two food items: Is sparkling water with lemon juice generally saltier in taste than grape juice?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:27:40 PM:  Question: This question is about two food items: Is hazelnut  generally saltier in taste than chipolata sausage?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:41 PM:  Question: This question is about two food items: Is mixed salads generally saltier in taste than red mullet with lemon juice?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:41 PM:  Question: This question is about two food items: Is breakfast cereals with chocolate and milk generally saltier in taste than Kiri cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:42 PM:  Question: This question is about two food items: Is pineapple juice generally saltier in taste than camembert cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:42 PM:  Question: This question is about two food items: Is tartiflette  generally saltier in taste than fried trout ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:43 PM:  Question: This question is about two food items: Is stewed peach  generally saltier in taste than mushrooms with sauce?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:43 PM:  Question: This question is about two food items: Is chocolate cereal bar generally saltier in taste than saint-agur cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:44 PM:  Question: This question is about two food items: Is smoked ham generally saltier in taste than canned mackerel ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:45 PM:  Question: This question is about two food items: Is potato chips generally saltier in taste than risotto?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:45 PM:  Question: This question is about two food items: Is chicken roast generally saltier in taste than bottled still water?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:46 PM:  Question: This question is about two food items: Is spread with bread generally saltier in taste than sautéed mushroom?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:47 PM:  Question: This question is about two food items: Is scallops generally saltier in taste than potatoes with salt and dairy fat?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:27:47 PM:  Question: This question is about two food items: Is pies generally saltier in taste than stuffed salty pancake?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:27:48 PM:  Question: This question is about two food items: Is brown crab with mayonnaise generally saltier in taste than brown rice?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:48 PM:  Question: This question is about two food items: Is tartiflette  generally saltier in taste than moist sponge cake?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:49 PM:  Question: This question is about two food items: Is tapenade generally saltier in taste than cooked tomato?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:50 PM:  Question: This question is about two food items: Is tomme de brebis cheese generally saltier in taste than langres cheese?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:50 PM:  Question: This question is about two food items: Is radish generally saltier in taste than grilled sardines?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:51 PM:  Question: This question is about two food items: Is rondelé cheese generally saltier in taste than flavoured light yogurt with fruit?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:51 PM:  Question: This question is about two food items: Is tomato with vinaigrette generally saltier in taste than sweet corn with vinaigrette?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:52 PM:  Question: This question is about two food items: Is roquefort cheese generally saltier in taste than white sandwich bread with dairy fat?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:52 PM:  Question: This question is about two food items: Is cooked tomato generally saltier in taste than saint-agur cheese with bread?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:53 PM:  Question: This question is about two food items: Is bavarois fruit cake generally saltier in taste than hake with sauce?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:54 PM:  Question: This question is about two food items: Is avocado with tuna generally saltier in taste than Vache-qui-rit cheese?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:54 PM:  Question: This question is about two food items: Is lasagna generally saltier in taste than moist sponge cake?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:54 PM:  Number of validation datapoints processed = 200, Accuracy till now is 76.0
INFO 05/17/2025 10:27:55 PM:  Question: This question is about two food items: Is grilled whiting  generally saltier in taste than caramel custard?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:55 PM:  Question: This question is about two food items: Is taboulé generally saltier in taste than roast rabbit ?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:27:56 PM:  Question: This question is about two food items: Is Tartare cheese generally saltier in taste than dandelions with vinaigrette?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:57 PM:  Question: This question is about two food items: Is wholegrain bread with jam generally saltier in taste than flavoured yogurt?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:27:57 PM:  Question: This question is about two food items: Is grilled whiting  generally saltier in taste than roquefort cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:27:58 PM:  Question: This question is about two food items: Is tomato with salt and olive oil generally saltier in taste than sweet pancake with marmalade of bitter orange?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:59 PM:  Question: This question is about two food items: Is omelette with potatoes generally saltier in taste than white sausage?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:27:59 PM:  Question: This question is about two food items: Is red mullet generally saltier in taste than sandwich with cold cuts?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:00 PM:  Question: This question is about two food items: Is mushrooms with sauce generally saltier in taste than rillettes fish?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:01 PM:  Question: This question is about two food items: Is hard boiled eggs with vinaigrette generally saltier in taste than hake with sauce?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:01 PM:  Question: This question is about two food items: Is surimi with mayonnaise generally saltier in taste than bavarois fruit cake?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:02 PM:  Question: This question is about two food items: Is cooked green cabbage generally saltier in taste than dumpling?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:02 PM:  Question: This question is about two food items: Is parmesan cheese generally saltier in taste than cooked green cabbage?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:03 PM:  Question: This question is about two food items: Is mix vegetables soup generally saltier in taste than strong lager?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:04 PM:  Question: This question is about two food items: Is white bread with jam generally saltier in taste than shepherd's pie?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:04 PM:  Question: This question is about two food items: Is whole wheat bread generally saltier in taste than plaice with lemon juice?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:05 PM:  Question: This question is about two food items: Is smoked salmon  generally saltier in taste than extruded salty crackers?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:05 PM:  Question: This question is about two food items: Is milk chocolate generally saltier in taste than radish?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:06 PM:  Question: This question is about two food items: Is stewed peach  generally saltier in taste than stuffed veal?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:06 PM:  Question: This question is about two food items: Is peas generally saltier in taste than caramel custard?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:07 PM:  Question: This question is about two food items: Is stuffed chicken generally saltier in taste than rondelé cheese?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:08 PM:  Question: This question is about two food items: Is brioche  generally saltier in taste than potato chips?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:08 PM:  Question: This question is about two food items: Is caramel custard generally saltier in taste than whole wheat sandwich bread with Nutella spread?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:09 PM:  Question: This question is about two food items: Is tartiflette  generally saltier in taste than broiled quail ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:09 PM:  Question: This question is about two food items: Is Vache-qui-rit cheese generally saltier in taste than white rice with curry sauce?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:10 PM:  Question: This question is about two food items: Is sandwich with cold cuts generally saltier in taste than whole wheat bread with butter?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:11 PM:  Question: This question is about two food items: Is paella generally saltier in taste than salad with vinaigrette?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:11 PM:  Question: This question is about two food items: Is sautéed scallops generally saltier in taste than salted pies?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:12 PM:  Question: This question is about two food items: Is chocolate cake generally saltier in taste than stuffed salty pancake?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:12 PM:  Question: This question is about two food items: Is moist sponge cake generally saltier in taste than plain yogurt with jam?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:13 PM:  Question: This question is about two food items: Is sautéed mushroom generally saltier in taste than camembert cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:14 PM:  Question: This question is about two food items: Is sourdough bread generally saltier in taste than hake with sauce?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:14 PM:  Question: This question is about two food items: Is brown crab with mayonnaise generally saltier in taste than sautéed mushroom?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:15 PM:  Question: This question is about two food items: Is sticks and pretzels generally saltier in taste than sweet pancake with sugar?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:16 PM:  Question: This question is about two food items: Is cream cake generally saltier in taste than saint-moret with bread?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:16 PM:  Question: This question is about two food items: Is salsify generally saltier in taste than roasted and salted peanuts?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:17 PM:  Question: This question is about two food items: Is garlic sausage generally saltier in taste than strawberry jam?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:17 PM:  Question: This question is about two food items: Is kidneys with gravy generally saltier in taste than endive salad?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:18 PM:  Question: This question is about two food items: Is bavarois fruit cake generally saltier in taste than marinated bell pepper ?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:18 PM:  Question: This question is about two food items: Is sparkling water generally saltier in taste than grilled sardines?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:19 PM:  Question: This question is about two food items: Is cooked ham with salted butter generally saltier in taste than grilled salmon ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:19 PM:  Question: This question is about two food items: Is raw carrot with lemon juice generally saltier in taste than milk chocolate?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:20 PM:  Question: This question is about two food items: Is canned sardines generally saltier in taste than roast turkey ?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:21 PM:  Question: This question is about two food items: Is whiting with sauce generally saltier in taste than tomato?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:21 PM:  Question: This question is about two food items: Is Bleu d'Auvergne generally saltier in taste than beef bourguignon?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:22 PM:  Question: This question is about two food items: Is canned sardines with lemon juice generally saltier in taste than avocado with lemon juice?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:22 PM:  Question: This question is about two food items: Is stewed peach  generally saltier in taste than Vache-qui-rit cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:23 PM:  Question: This question is about two food items: Is mushrooms with sauce generally saltier in taste than fried trout ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:23 PM:  Question: This question is about two food items: Is radish generally saltier in taste than potatoes without salt?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:24 PM:  Question: This question is about two food items: Is sweet cookies with fruits generally saltier in taste than roquefort cheese?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:24 PM:  Number of validation datapoints processed = 250, Accuracy till now is 74.4
INFO 05/17/2025 10:28:24 PM:  Question: This question is about two food items: Is flavoured light yogurt with fruit generally saltier in taste than brown crab with mayonnaise?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:25 PM:  Question: This question is about two food items: Is brown rice generally saltier in taste than stuffed veal?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:25 PM:  Question: This question is about two food items: Is mortadella generally saltier in taste than sandwich with cold cuts?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:26 PM:  Question: This question is about two food items: Is mashed potatoes generally saltier in taste than white sandwich bread with dairy fat?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:27 PM:  Question: This question is about two food items: Is roast turkey  generally saltier in taste than hazelnut ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:27 PM:  Question: This question is about two food items: Is white sausage generally saltier in taste than lentils?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:28 PM:  Question: This question is about two food items: Is shortbread generally saltier in taste than white rice with salt?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:29 PM:  Question: This question is about two food items: Is sauterne wines generally saltier in taste than potato gratin ?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:29 PM:  Question: This question is about two food items: Is radish generally saltier in taste than dry bean?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:30 PM:  Question: This question is about two food items: Is flavoured light yogurt with sugar generally saltier in taste than hazelnut ?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:30 PM:  Question: This question is about two food items: Is toast with butter and jam generally saltier in taste than wholegrain bread with jam?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:31 PM:  Question: This question is about two food items: Is breakfast cereals with chocolate and milk generally saltier in taste than shortbread?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:31 PM:  Question: This question is about two food items: Is dry bean generally saltier in taste than wholegrain bread?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:32 PM:  Question: This question is about two food items: Is stir-fried bacon generally saltier in taste than parmesan cheese?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:33 PM:  Question: This question is about two food items: Is whole wheat bread with butter generally saltier in taste than chicken with gravy?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:33 PM:  Question: This question is about two food items: Is flavoured yogurt generally saltier in taste than white rice?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:34 PM:  Question: This question is about two food items: Is whole wheat bread with butter generally saltier in taste than chili con carne?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:34 PM:  Question: This question is about two food items: Is roast turkey  generally saltier in taste than surimi with mayonnaise?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:35 PM:  Question: This question is about two food items: Is moussaka generally saltier in taste than dumpling?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:35 PM:  Question: This question is about two food items: Is rillettes fish generally saltier in taste than herrings?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:36 PM:  Question: This question is about two food items: Is parmesan cheese generally saltier in taste than white rice with salt and fat?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:37 PM:  Question: This question is about two food items: Is wholegrain bread generally saltier in taste than hard boiled eggs with mayonnaise?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:37 PM:  Question: This question is about two food items: Is white rice with salt generally saltier in taste than white rice?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:38 PM:  Question: This question is about two food items: Is kidneys with gravy generally saltier in taste than chicken with gravy?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:39 PM:  Question: This question is about two food items: Is cooked green cabbage generally saltier in taste than strawberry jam?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:40 PM:  Question: This question is about two food items: Is brown rice generally saltier in taste than dandelions with vinaigrette?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:41 PM:  Question: This question is about two food items: Is potatoes with mayonnaise generally saltier in taste than flavoured light yogurt with sugar?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:42 PM:  Question: This question is about two food items: Is Carré frais generally saltier in taste than canned sardines?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:43 PM:  Question: This question is about two food items: Is mixed salad starch based with cold cuts generally saltier in taste than roast rabbit ?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:44 PM:  Question: This question is about two food items: Is stewed peach  generally saltier in taste than cauliflower ?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:44 PM:  Question: This question is about two food items: Is sparkling water with lemon juice generally saltier in taste than white wine?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:45 PM:  Question: This question is about two food items: Is white sandwich bread with dairy fat generally saltier in taste than toast with jam?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:46 PM:  Question: This question is about two food items: Is white sandwich bread with jam generally saltier in taste than avocado with lemon juice?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:46 PM:  Question: This question is about two food items: Is red mullet with lemon juice generally saltier in taste than grilled sole with lemon juice?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:47 PM:  Question: This question is about two food items: Is salty crackers generally saltier in taste than sauerkraut?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:47 PM:  Question: This question is about two food items: Is hard boiled eggs with mayonnaise generally saltier in taste than montbéliard sausage?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:48 PM:  Question: This question is about two food items: Is breakfast cereals with chocolate and milk generally saltier in taste than oysters without lemon juice?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:49 PM:  Question: This question is about two food items: Is flavoured light yogurt with fruit generally saltier in taste than wholegrain bread?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:50 PM:  Question: This question is about two food items: Is samosas generally saltier in taste than mixed salad starch based with cold cuts?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:50 PM:  Question: This question is about two food items: Is roast turkey  generally saltier in taste than garlic sausage?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:51 PM:  Question: This question is about two food items: Is stuffed veal generally saltier in taste than dry bean?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:51 PM:  Question: This question is about two food items: Is oysters without lemon juice generally saltier in taste than salad with vinaigrette?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:52 PM:  Question: This question is about two food items: Is Bleu d'Auvergne generally saltier in taste than walnut bread?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:53 PM:  Question: This question is about two food items: Is whole wheat bread generally saltier in taste than roast pork ?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:53 PM:  Question: This question is about two food items: Is sweet pancake with sugar generally saltier in taste than surimi with mayonnaise?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:54 PM:  Question: This question is about two food items: Is chicken with gravy generally saltier in taste than turkey ham?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:54 PM:  Question: This question is about two food items: Is toast of foie gras generally saltier in taste than dry bean?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:55 PM:  Question: This question is about two food items: Is raclette cheese generally saltier in taste than melon water?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:56 PM:  Question: This question is about two food items: Is tomme de brebis cheese generally saltier in taste than melon water?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:56 PM:  Question: This question is about two food items: Is mascarpone cheese generally saltier in taste than white wine?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:56 PM:  Number of validation datapoints processed = 300, Accuracy till now is 73.33333333333333
INFO 05/17/2025 10:28:57 PM:  Question: This question is about two food items: Is sweet cookies with fruits generally saltier in taste than country-style bread?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:58 PM:  Question: This question is about two food items: Is salad with vinaigrette generally saltier in taste than white sandwich bread with dairy fat?, Answer: Yes, Prediction: No, Response: No
INFO 05/17/2025 10:28:58 PM:  Question: This question is about two food items: Is flavoured light yogurt with fruit generally saltier in taste than cream cake?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:28:59 PM:  Question: This question is about two food items: Is tapenade generally saltier in taste than sourdough bread?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:28:59 PM:  Question: This question is about two food items: Is flavoured light yogurt with fruit generally saltier in taste than whole wheat bread with butter?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:29:00 PM:  Question: This question is about two food items: Is hard boiled eggs generally saltier in taste than spinach with cream?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:29:01 PM:  Question: This question is about two food items: Is potatoes with ketchup generally saltier in taste than saint-agur cheese?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:01 PM:  Question: This question is about two food items: Is sweet corn with vinaigrette generally saltier in taste than gizzards?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:29:02 PM:  Question: This question is about two food items: Is beetroot with vinaigrette generally saltier in taste than strawberry jam?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:03 PM:  Question: This question is about two food items: Is potatoes with ketchup generally saltier in taste than dumpling?, Answer: No, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:03 PM:  Question: This question is about two food items: Is tartiflette  generally saltier in taste than asparagus with vinaigrette?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:04 PM:  Question: This question is about two food items: Is sautéed scallops generally saltier in taste than saint-moret with bread?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:04 PM:  Question: This question is about two food items: Is hard boiled eggs with vinaigrette generally saltier in taste than canned sardines with lemon juice?, Answer: No, Prediction: No, Response: No
INFO 05/17/2025 10:29:05 PM:  Question: This question is about two food items: Is roquefort cheese generally saltier in taste than smoked ham?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:05 PM:  Question: This question is about two food items: Is rondelé cheese generally saltier in taste than whole wheat bread with butter?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:06 PM:  Question: This question is about two food items: Is fresh goat cheese with bread generally saltier in taste than salsify?, Answer: Yes, Prediction: Yes, Response: Yes
INFO 05/17/2025 10:29:06 PM:  Question: This question is about two food items: Is stuffed salty pancake generally saltier in taste than Bleu d'Auvergne?, Answer: Yes, Prediction: Yes, Response: Yes
